vote_average,title
7.4,A Time to Love and a Time to Die
5.6,The Big Sky
6.7,Fighter In The Wind
6.5,Pornography
6.2,Symmetry
6.9,Karol: A Man Who Became Pope
7.2,Family Resemblances
6.9,Hustle & Flow
5.6,Hardware
6.0,The Appaloosa
6.0,Journey Into Fear
5.4,The Calcium Kid
6.3,Funny Ha Ha
6.5,The Island
5.7,Bad News Bears
6.6,The Devil's Rejects
5.3,Last Days
6.8,November
5.8,Sky High
4.9,Stealth
5.8,Must Love Dogs
6.0,The Aristocrats
6.0,Twice in a Lifetime
6.8,Georgy Girl
6.3,This Is My Life
6.5,The Music Lovers
5.2,Kiss and Make-Up
5.7,Killer Condom
7.2,A Touch of Spice
6.7,Dust Devil
6.3,Phone
4.3,The Order
7.4,Serenity
7.3,The End of Suburbia: Oil Depletion and the Collapse of the American Dream
7.6,Let's Get Lost
5.5,The Talent Given Us
6.9,Sholay
6.8,Broken Flowers
6.9,Mr. Canton and Lady Rose
7.4,Christmas in August
6.5,Hum Dil De Chuke Sanam
6.9,Baby Face
7.2,The Star
7.3,The Browning Version
6.9,Fourteen Hours
5.7,The Heart is Deceitful Above All Things
5.8,Whispering Corridors
4.0,Man-Thing
5.6,Berserk
5.1,The Dukes of Hazzard
6.7,The Chumscrubber
5.8,Secuestro Express
6.5,Junebug
4.6,Deuce Bigalow: European Gigolo
6.4,The Skeleton Key
6.7,Four Brothers
6.8,The Great Raid
6.5,Asylum
5.9,Pretty Persuasion
7.3,Grizzly Man
7.1,The Tree of Wooden Clogs
6.6,The Girl in the Café
7.0,The 24th Day
6.1,Prime Cut
7.2,The Best of Everything
6.4,Summer Magic
7.0,The Three Stooges Meet Hercules
6.9,Race with the Devil
5.4,Acacia
5.8,Mermaid Chronicles Part 1: She Creature
6.5,Attila
7.1,Un Flic
5.8,One Point O
6.3,My Date with Drew
5.5,Private Resort
7.2,Pusher II: With Blood on My Hands
4.5,A Woman Rebels
7.0,Duma
6.5,Bitter Victory
7.1,Lila Says
6.4,Doomed to Die
6.8,Animal Farm
7.4,Winter Soldier
5.4,The Third Wheel
6.5,The Sea
5.6,Teen Witch
7.0,The Last of Mrs. Cheyney
5.5,Homesick
6.4,Cast a Deadly Spell
4.5,Movie Movie
6.1,The Teahouse of the August Moon
4.5,Do Fish Do It?
7.7,Black
6.2,The 40 Year Old Virgin
6.0,Who Killed Bambi?
8.5,Contraband
5.2,The Toolbox Murders
6.2,Red Eye
6.1,Lightning Bug
6.1,Man of the West
7.1,Main Hoon Na
9.1,Dilwale Dulhania Le Jayenge
7.1,Dreamchild
5.5,Miss Sweden
5.4,My Cousin Rachel
7.0,Caché
7.4,Nobody Will Speak of Us When We're Dead
5.9,Asterix & Obelix Take on Caesar
6.4,The Key
7.1,Strings
6.9,Kin-dza-dza!
7.0,Comrades: Almost a Love Story
5.4,Supercross
5.2,Valiant
5.6,The Brothers Grimm
4.8,The Desperadoes
6.0,Black Dragons
6.8,The Holy Girl
5.7,They Came Back
6.4,The Baxter
5.2,The Cave
4.5,Undiscovered
5.8,Dirty Deeds
6.9,The Constant Gardener
6.2,Transporter 2
7.0,Margaret Cho: Assassin
6.5,Just Like Heaven
6.2,Proof
7.0,Lord of War
4.7,Venom
5.6,Cry_Wolf
7.4,Everything is Illuminated
6.2,Thumbsucker
5.4,The Thing About My Folks
3.8,HellBent
6.8,G
5.0,In Old Chicago
5.0,Now and Forever
6.0,L.A. Without a Map
6.1,Where Angels Fear to Tread
7.0,Family Guy Presents Stewie Griffin: The Untold Story
6.7,Born in Flames
5.8,Revenge of the Ninja
7.2,Sometimes in April
6.8,Bookies
6.9,Police Story 2
7.4,Le Jour se Lève
5.2,International House
7.0,New Police Story
6.4,The Edge of the World
5.8,Golden Boy
6.7,Go West
7.8,Why We Fight
6.7,Companeros
6.4,Will Penny
5.5,200 Motels
7.3,Gertrud
6.9,Come Drink with Me
5.3,Kitty Foyle
5.0,Doom
6.0,Domino
6.2,Waiting...
5.4,Æon Flux
0.0,Frankenstein 90
5.7,Wedlock
6.7,An Unfinished Life
5.4,The Man
7.6,Survive Style 5+
6.6,Woyzeck
6.2,It's a Gift
5.4,Zozo
6.8,Blue Hill Avenue
7.5,Chapter Two
6.8,16 Years of Alcohol
6.3,The Exorcism of Emily Rose
6.1,Flightplan
7.2,Corpse Bride
7.1,Green Street Hooligans
6.9,A History of Violence
6.7,Oliver Twist
6.9,The Greatest Game Ever Played
6.9,Capote
6.8,The Story of Vernon and Irene Castle
6.4,The Anderson Tapes
5.3,Born to Fight
6.7,Final Fantasy VII: Advent Children
5.1,Cockles and Muscles
6.0,Roll Bounce
5.4,Daltry Calhoun
5.8,Into the Blue
5.8,"The Prize Winner of Defiance, Ohio"
6.6,Mirrormask
7.4,Kwik Stop
6.4,Innocence
5.2,4
5.1,Book of Love
5.9,American Yakuza
6.2,The Flowers of St. Francis
5.6,Madhouse
7.1,Man to Man
6.8,Münchhausen
6.6,Medea
6.8,The Curse of the Were-Rabbit
6.0,Seven Swords
7.2,Kiss Kiss Bang Bang
5.9,Whispering Corridors 3: Wishing Stairs
7.5,A Bittersweet Life
6.4,Dumplings
7.9,A Short Film About Love
5.9,"All This, and Heaven Too"
6.4,Bubble
6.4,Bubble
6.1,Beowulf & Grendel
7.5,No Direction Home: Bob Dylan
6.9,Valerie and Her Week of Wonders
6.4,Everybody's Fine
7.1,Hail the Conquering Hero
6.6,Goal!: The Dream Begins
6.0,Forty Shades of Blue
7.5,Touch the Sound
6.8,Angels in America
6.7,Speak
5.9,The Wraith
6.4,Factotum
5.8,Sweet Movie
6.3,By Dawn's Early Light
6.4,Don't Come Knocking
6.8,Bullets or Ballots
6.0,In Her Shoes
6.8,Mother of Mine
5.3,The Ketchup Effect
6.5,55 Days at Peking
5.8,Dead & Breakfast
6.9,Freeze Frame
7.6,Punishment Park
5.0,The Mating Game
6.9,The Squid and the Whale
5.9,Two for the Money
6.1,Separate Lies
5.7,Fourteen Sucks
6.6,Star Wreck: In the Pirkinning
5.1,Evelyn Prentice
7.5,Brokeback Mountain
6.0,Blue Vinyl
6.1,Elizabethtown
6.9,North Country
6.7,Leila
6.8,"Good Night, and Good Luck."
10.0,Li'l Abner
6.4,Dreamer: Inspired By a True Story
5.9,The Profession of Arms
6.5,Detective Story
7.1,The Proposition
5.4,The Gospel
7.8,Dandelion
5.9,C.S.A.: The Confederate States of America
3.8,The Fog
6.4,Loggerheads
4.4,Left Behind III: World at War
6.5,Protocols Of Zion
7.0,Living 'til the End
5.7,Shopgirl
5.8,Kids in America
5.9,Where the Truth Lies
5.2,Barely Legal
0.0,Emmanuel's Gift
6.5,Stay
5.0,Confess
5.9,The Legend of Zorro
0.0,God's Sandbox
6.8,New York Doll
6.0,The Weather Man
6.3,Saw II
5.7,Prime
7.1,One Wonderful Sunday
6.6,Will Success Spoil Rock Hunter?
7.0,Don't Move
6.0,Three Rooms of Melancholia
6.6,"Race for Your Life, Charlie Brown"
6.0,Jerusalem
6.6,"A Genius, Two Friends, and an Idiot"
6.8,Teorema
5.9,Little Fish
5.3,American Pie Presents: Band Camp
6.1,Champion
5.4,Requiem for a Vampire
7.3,Life Is a Miracle
6.5,Tarzan the Ape Man
6.1,Tarzan and His Mate
6.9,Midnight Lace
5.5,Empire of the Wolves
5.8,The Great Yokai War
7.0,The Swindle
6.3,Mahogany
5.3,Angels in Fast Motion
6.9,Manderlay
5.0,Week-End in Havana
6.2,Nine Lives
6.6,South Central
5.0,Damnation Alley
5.9,The Bridges at Toko-Ri
6.9,Love on the Run
7.2,Duck Season
7.0,Aprile
7.8,The Adventures of Prince Achmed
6.0,The Gore Gore Girls
6.3,Revolver
5.5,Wild Zero
5.0,Everything Put Together
6.6,Jarhead
5.8,Siblings
6.3,Ushpizin
5.6,Chicken Little
6.0,Romance & Cigarettes
5.9,To The Other Side
7.2,Dead Man's Shoes
7.2,Joyeux Noël
6.2,Count Dracula
6.2,The Brides of Dracula
6.1,The Stratton Story
6.3,The House That Dripped Blood
5.4,Night of the Big Heat
6.4,The Gorgon
4.9,Night of the Lepus
7.0,The Match Factory Girl
7.7,Zombie and the Ghost Train
4.5,Highball
6.3,Get Rich or Die Tryin'
7.3,Sword of the Beast
5.9,Just Friends
6.3,Syriana
6.8,Calamari Union
6.0,The Best Intentions
7.4,La Vie de Bohème
4.8,Menolippu Mombasaan
6.1,Derailed
5.5,Creep
7.8,Pride & Prejudice
3.7,Keep Your Distance
5.4,Edison
4.0,Hi-Life
6.1,Wolf Creek
6.9,The Descent
7.6,Summer Interlude
6.2,Takeshis'
6.3,Forty Guns
7.5,Harry Potter and the Goblet of Fire
5.2,Dinner with Friends
7.3,Walk the Line
6.7,Rent
6.3,A Story of Floating Weeds
8.4,Fists in the Pocket
6.1,Zathura: A Space Adventure
7.4,CRAZY
6.4,Lonesome Jim
3.9,Our Vines Have Tender Grapes
6.8,Sarah Silverman: Jesus Is Magic
5.2,Bee Season
7.0,Breakfast on Pluto
5.8,The Ice Harvest
5.7,"Yours, Mine & Ours"
4.5,In The Mix
5.9,The Libertine
6.0,First Descent
6.3,The Wild Geese
6.3,Hondo
7.1,The Bird with the Crystal Plumage
6.0,A Good Woman
5.8,Gate of Flesh
6.7,Brides
6.5,The Evil of Frankenstein
6.8,The Clockmaker of St. Paul
5.7,Welcome to the Roses
7.1,The Driver
6.4,Mondovino
6.5,Sounder
7.2,Match Point
7.5,Nazarin
5.0,Ziegfeld Follies
6.8,Lorna
5.7,The Deep
6.7,The Dying Gaul
7.0,After Innocence
6.8,The Citadel
0.0,Beyond the Gates of Splendor
6.0,A Southern Yankee
6.9,Paradise Now
5.3,The Kid & I
6.7,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
6.6,King Kong
7.3,Memoirs of a Geisha
6.1,The Family Stone
5.0,The Promise
7.0,Kiss of Death
5.9,Where Were You When the Lights Went Out?
9.0,Cuban Rafters
5.1,Havoc
7.9,Samurai Rebellion
6.8,Koirankynnen leikkaaja
6.8,Mother India
8.0,Cowards Bend the Knee
7.0,A Generation
7.0,"Ivan the Terrible, Part II: The Boyars' Plot"
4.1,Down
5.7,The Loveless
7.3,A Room for Romeo Brass
6.2,Dona Flor and Her Two Husbands
6.2,The Matador
5.3,Look Both Ways
6.9,Wal-Mart: The High Cost of Low Price
4.3,7 Seconds
5.6,8 Million Ways to Die
5.9,Beyond the Forest
7.5,Phffft!
6.5,Mozart and the Whale
7.2,The Organization
6.8,Cinderella Liberty
6.2,Knute Rockne All American
7.1,A Scene at the Sea
6.3,Birdcage Inn
4.5,Real Fiction
7.2,Address Unknown
7.8,Don't Look Now: We're Being Shot At
6.1,They Died with Their Boots On
7.0,The Three Burials of Melquiades Estrada
5.5,House of Strangers
6.0,Lili
7.2,Slim Susie
6.3,Executive Protection
6.9,The Aura
4.6,The Ambushers
6.4,Day of Anger
7.0,Munich
6.1,The Producers
6.9,Transamerica
5.3,Rumor Has It...
5.8,Cheaper by the Dozen 2
5.9,Fun with Dick and Jane
5.6,The Ringer
6.2,Casanova
6.4,Mrs Henderson Presents
6.9,The White Countess
4.9,Dirty Love
7.5,The Spirit of the Beehive
6.2,Our Father
6.9,Interrogation
7.4,Richard Pryor: Live in Concert
5.6,Kevin & Perry Go Large
7.5,The Ear
4.3,The Debutantes
7.1,Luxo Jr.
6.5,Keeping Mum
6.3,Paheli
6.0,Goodnight Mister Tom
8.2,Late Spring
5.1,The Dentist
5.4,David Copperfield
6.5,How to Irritate People
7.9,Threads
5.8,Yamakasi
6.8,Love's Enduring Promise
3.0,After Image
5.3,After Midnight
6.4,The New World
6.5,Voices of a Distant Star
7.5,"When You Comin' Back, Red Ryder?"
7.1,Christmas in Connecticut
4.7,She
6.8,Passport to Pimlico
6.9,Whisky Galore!
7.0,A Run for Your Money
5.5,The Master of Ballantrae
6.9,7 Faces of Dr. Lao
6.2,Samurai Assassin
0.0,Lies My Father Told Me
8.2,We All Loved Each Other So Much
6.5,The Boys of Baraka
7.5,Tartuffe
7.4,Sympathy for Lady Vengeance
7.5,Boys Don't Cry
6.0,Grand Theft Parsons
5.2,Devil's Pond
5.6,The Cross of Lorraine
7.1,The Cutting Edge: The Magic of Movie Editing
6.0,The Quiller Memorandum
6.6,49th Parallel
8.3,Yesterday
6.8,Penelope
5.6,Ted Bundy
6.5,District B13
3.6,BloodRayne
5.7,Hostel
6.6,Grandma's Boy
6.4,Tristan & Isolde
7.2,Glory Road
6.4,Last Holiday
6.0,Hoodwinked!
5.0,April's Shower
6.4,Underworld: Evolution
5.6,Looking for Comedy in the Muslim World
5.4,Casper Meets Wendy
6.8,Hell Drivers
7.5,Shadows of Forgotten Ancestors
6.0,Buried Alive
7.6,Séance
2.5,Hallelujah
6.9,Cul-de-sac
7.3,Riding Alone for Thousands of Miles
7.1,Confidentially Yours
5.3,Revolution
7.1,Project A
6.1,A Woman's Face
4.0,Sword of Gideon
6.9,Little Manhattan
6.3,Crocodile
7.6,The Lower Depths
6.9,Vinci
5.6,The Ordeal
5.1,The Dunwich Horror
6.6,The Creeping Unknown
4.7,Hellraiser: Hellseeker
4.9,Inside Daisy Clover
6.1,Gamera vs. Gyaos
7.7,Over the Edge
6.8,Roads to Koktebel
3.8,Swamp Women
4.1,8MM 2
6.8,On Probation
7.0,Bombón: The Dog
7.0,The Bird People in China
6.7,Thoughtcrimes
6.7,Water
6.9,The Temptations
7.1,Sophie Scholl: The Final Days
5.5,The Big House
6.4,Uuno Turhapuro armeijan leivissä
5.8,Matti: Hell Is for Heroes
7.3,The World's Fastest Indian
6.9,As Tears Go By
5.8,Bandidas
6.4,Made in Britain
6.2,A Cock and Bull Story
5.7,The Bitter Tea of General Yen
7.6,Love in the Afternoon
6.5,Charlie: The Life and Art of Charles Chaplin
5.8,Wilby Wonderful
7.0,The Mystery of Rampo
5.3,Helter Skelter
6.6,French Fried Vacation
6.0,Annapolis
5.4,Big Momma's House 2
6.4,Nanny McPhee
8.3,Sweet November
6.9,Double Dare
5.6,The Dark
5.8,Panic in Year Zero!
4.5,Here Comes the Groom
4.3,Julie
8.0,Tea for Two
8.0,Green Dolphin Street
6.0,Lt. Robin Crusoe U.S.N.
5.8,Bye Bye Birdie
7.1,The Comedians of Comedy
6.3,The Honey Pot
6.4,The Tuskegee Airmen
5.8,Final Destination 3
6.6,I Could Go on Singing
6.2,Something New
5.7,Free Money
6.8,The Wind
6.5,Dave Chappelle's Block Party
6.7,Madame Curie
4.9,Orfeu
5.0,The Sex of the Stars
7.0,Imagine Me & You
6.7,Mississippi Mermaid
7.1,Good Old Daze
6.3,Place Vendome
5.1,Broken Lance
6.6,The Four Horsemen of the Apocalypse
4.7,Sabah
6.9,The Call of Cthulhu
5.6,The Pink Panther
4.9,Troll
6.6,The Business
6.1,Curious George
5.6,Firewall
6.9,The Great McGinty
6.0,Le créateur
6.5,The White Diamond
6.7,Tony Takitani
5.4,When a Stranger Calls
5.1,Tamara
6.1,London
8.2,Neil Young: Heart of Gold
5.2,Freedomland
6.7,Winter Passing
6.7,Eight Below
3.6,Date Movie
7.0,Running Scared
6.0,Madea's Family Reunion
3.2,Doogal
4.8,Ultraviolet
5.8,Just My Luck
5.0,Pulse
5.7,Deep Sea 3D
6.2,16 Blocks
6.3,Agatha and the Storm
5.0,Bongwater
5.8,Trauma
6.7,Election
5.9,Half Light
6.0,Twist of Faith
5.5,Failure to Launch
6.5,Ultimate Avengers
6.5,Ice Age: The Meltdown
5.9,All Quiet on the Western Front
6.3,The Big White
6.8,Stromboli
5.9,Cyrano de Bergerac
6.4,Shinobi: Heart Under Blade
6.1,Every Man for Himself
7.4,Chronos
5.5,Five Children and It
4.8,Free Zone
6.6,The Naked Spur
4.6,The Prince & Me 2: The Royal Wedding
5.2,Ask the Dust
7.7,V for Vendetta
6.4,She's the Man
7.1,Thank You for Smoking
6.5,Find Me Guilty
7.3,Inside Man
6.9,Tsotsi
5.8,Aquamarine
5.4,The Illustrated Man
4.8,Leprechaun 2
5.0,Leprechaun 3
3.6,Leprechaun 4: In Space
4.4,Leprechaun in the Hood
7.0,The Dark at the Top of the Stairs
6.6,Story of a Love Affair
6.1,The Man Who Sued God
6.6,Lights in the Dusk
6.4,Kummeli Stories
6.1,Stranger on the Third Floor
6.1,The Hills Have Eyes
4.5,The Shaggy Dog
8.3,A Personal Journey with Martin Scorsese Through American Movies
4.1,Inspector Clouseau
3.8,Son of the Pink Panther
6.5,Unknown White Male
7.9,The Lives of Others
6.8,The Red and the White
6.9,City on Fire
6.7,"Goodbye South, Goodbye"
7.2,Nanook of the North
7.6,Don't Torture a Duckling
6.4,Resurrection
6.3,Youth of the Beast
6.7,Go Tell the Spartans
5.4,They Call Me Mister Tibbs!
6.6,Take the Lead
5.4,The Lacemaker
8.1,The Devil and Daniel Johnston
6.8,L’argent
6.8,The Trial of Joan of Arc
7.3,Mouchette
6.2,The Caiman
7.4,Lucky Number Slevin
5.7,The Wild Blue Yonder
5.9,Wheel of Time
4.9,Riot On!
7.3,Volver
6.0,The N Word
6.7,Akeelah and the Bee
7.5,Lisbela and the Prisoner
7.4,Brainstorm
4.9,Urban Legends: Bloody Mary
3.3,Larry the Cable Guy: Health Inspector
5.3,Stay Alive
5.5,Annie Oakley
4.6,Basic Instinct 2
6.8,Brick
6.9,The Brothers Lionheart
3.9,The Dead Hate the Living!
6.1,Evil Aliens
5.3,Santa's Slay
5.5,The Dark Hours
7.3,This Film Is Not Yet Rated
6.0,Fragile
6.0,ATL
4.1,The Brotherhood of Justice
6.3,Slither
5.2,The Benchwarmers
3.7,Phat Girlz
6.7,Renaissance
6.6,Go for Zucker
6.5,The Curse of the Werewolf
5.8,Dead Fish
5.1,Friends with Money
7.2,The King Is Dancing
6.7,Keane
6.9,Reefer Madness: The Movie Musical
6.5,I Love Your Work
6.2,Beauty and the Bastard
6.5,Dementia
7.0,Magic
7.0,Candy
5.5,Secrets of a Soul
7.0,The Child
7.6,9/11
7.2,"Lacombe, Lucien"
5.5,Hoot
6.7,Where the Red Fern Grows
5.3,Scary Movie 4
6.8,Hard Candy
5.7,Dead Birds
7.4,La Chinoise
6.8,Shutter
6.4,A Prairie Home Companion
5.7,Even Money
6.9,The Chess Players
5.3,Pinocchio and the Emperor of the Night
5.5,Corvette Summer
5.8,The Sentinel
6.5,Mirage
6.8,The President's Last Bang
5.1,The Wild
4.8,My Brother's Wife
6.3,Silent Hill
5.6,Battle in Heaven
4.9,American Dreamz
7.4,Hôtel du Nord
5.5,Irresistible
6.1,Mata Hari
7.1,23
6.3,Kinky Boots
6.2,The Glass Key
6.8,The Protector
6.5,Mission: Impossible III
6.9,The Wayward Cloud
7.7,Die Nibelungen: Siegfried
7.5,Die Nibelungen: Kriemhild's Revenge
6.8,The Coast Guard
5.6,RV
6.9,United 93
6.3,Stick It
5.8,Secret Beyond the Door
7.0,Man Push Cart
7.3,The World
7.1,Soldier Blue
5.8,Footlight Parade
6.1,LolliLove
5.3,An American Haunting
6.0,Down in the Valley
7.6,The Hidden Blade
6.3,Over the Hedge
6.1,Art School Confidential
5.5,Poseidon
6.5,The Da Vinci Code
6.3,X-Men: The Last Stand
5.6,The Break-Up
7.3,Peaceful Warrior
7.0,Twelve and Holding
6.3,Wah-Wah
5.2,Keeping Up with the Steins
6.6,Cars
6.4,Wassup Rockers
5.9,The Lost City
5.7,Standing Still
4.3,Carlito's Way: Rise to Power
7.4,Conspirators of Pleasure
5.9,Tall in the Saddle
7.0,Beyond a Reasonable Doubt
3.7,Sinbad of the Seven Seas
7.8,The Earth Is a Sinful Song
5.6,Shanghai Dreams
6.9,Vera Cruz
6.6,The Notorious Bettie Page
5.2,The Mechanik
5.2,Parting Glances
4.6,Game 6
5.4,American Gun
5.1,Marilyn Hotchkiss' Ballroom Dancing & Charm School
6.4,On a Clear Day
5.3,The Omen
6.5,The King
5.6,Nacho Libre
6.5,The Lake House
6.0,Click
6.4,The Seventh Victim
7.5,Bleak Moments
6.9,Edvard Munch
6.5,The Ace of Hearts
7.0,The Devil Wears Prada
7.0,Pirates of the Caribbean: Dead Man's Chest
5.4,"You, Me and Dupree"
6.9,Clerks II
5.3,Lady in the Water
4.8,My Super Ex-Girlfriend
7.8,Tammy and the Bachelor
6.1,Lady on a Train
4.3,Nightmare Castle
7.6,Let It Be
3.5,"Farewell, Home Sweet Home"
4.8,See No Evil
6.5,Marie Antoinette
5.6,Lady in the Lake
6.6,Trial on the Road
7.2,Who Killed the Electric Car?
6.1,The Miracle of Bern
8.0,The Mother and the Whore
6.7,An Inconvenient Truth
6.7,Test Pilot
5.9,Career Opportunities
4.8,Hollow Man II
8.4,Chuck Berry: Hail! Hail! Rock 'n' Roll
4.7,Psych-Out
4.3,National Lampoon's Cattle Call
6.7,Sister Kenny
6.8,Mountain Patrol
6.1,High School Musical
6.0,Drawing Restraint 9
8.1,Crossing the Bridge: The Sound of Istanbul
6.3,I Am a Sex Addict
6.1,Lower City
4.4,Forever Mine
7.0,The War Within
7.0,The Ax
4.9,Adam & Steve
5.0,Beyond the Rocks
5.7,Bob the Butler
4.8,Jack Frost 2: Revenge of the Mutant Killer Snowman
5.4,Stoned
7.0,Marked Woman
6.5,Running
10.0,Blessed Event
7.3,Fearless
6.2,Susan Lenox (Her Fall and Rise)
6.5,The Adjuster
6.1,The Fast and the Furious: Tokyo Drift
5.1,Garfield: A Tail of Two Kitties
7.8,Metal: A Headbanger's Journey
6.7,Summer in Berlin
5.6,The Public Eye
5.8,The Bribe
6.0,Without Love
6.6,Waist Deep
5.9,The Sheriff and the Satellite Kid
5.5,Triple Cross
5.5,Mouth to Mouth
5.9,Mad Dog Morgan
6.1,Spite Marriage
5.4,Superman Returns
5.7,Edward II
6.7,The Road to Guantanamo
6.4,Leonard Cohen: I'm Your Man
6.0,Edmond
5.8,The Oh in Ohio
7.5,Little Miss Sunshine
6.7,Brothers of the Head
7.0,Forgiving Dr. Mengele
6.4,Fuse
3.6,Curse of the Pink Panther
4.8,Mimic: Sentinel
7.2,Rock 'n' Roll Nightmare
4.4,These Girls
7.5,Why Does Herr R. Run Amok?
7.1,Instrument: Ten Years with the Band Fugazi
6.1,The 300 Spartans
7.1,The Fallen Idol
6.3,Desperate
6.1,Knock on Any Door
6.9,Babel
5.9,China Seas
5.7,I Walk the Line
6.0,The Thief Lord
6.5,The Girl Can't Help It
5.5,Krrish
5.8,Strangers with Candy
5.4,Prophecy
5.9,The Kremlin Letter
7.1,Young Mr. Lincoln
5.3,Subject Two
4.3,Blackjack
7.0,Three Times
6.6,The Gumball Rally
7.3,Wordplay
7.8,Army of Shadows
5.5,Orchestra Rehearsal
5.3,Little Man
3.1,Dames
6.2,Dancing Lady
5.5,The Purple Plain
6.5,Coonskin
6.2,Whispering Corridors 2: Memento Mori
5.3,End Game
6.1,End of the Spear
4.0,Two for the Seesaw
6.3,The Detective
6.3,Monster House
6.0,Wrong Side Up
5.8,Just Love Me
5.5,How Much Do You Love Me?
6.1,Colour Me Kubrick
7.0,Death of a Bureaucrat
5.1,Snakes on a Plane
6.4,Scoop
6.2,Talladega Nights: The Ballad of Ricky Bobby
6.4,Night at the Museum
5.9,World Trade Center
7.1,Stranger Than Fiction
5.8,The Valley of Decision
7.0,The Last Angry Man
5.0,The Good Fairy
5.9,Sione's Wedding
5.7,Miami Vice
5.1,The Groomsmen
5.7,Shadowboxer
7.2,Each Dawn I Die
5.2,Loch Ness
6.5,"Good Morning, Night"
7.2,Live and Become
6.5,On Dangerous Ground
7.7,The Pursuit of Happyness
6.6,Tears of the Black Tiger
5.9,John Tucker Must Die
5.5,The Ant Bully
7.1,Warning Shadows
5.7,Leaves from Satan's Book
8.3,Michael
6.4,Lady Killer
6.8,Mrs Palfrey at The Claremont
6.8,The Death of Mr. Lazarescu
7.0,Cría Cuervos
5.5,Ciao! Manhattan
6.1,The Rainmaker
6.6,Crank
6.8,The Secret Life of Words
5.3,The Dudesons Movie
5.9,Black Gold
5.9,Black Gold
5.9,The Hurricane
4.0,Johnny Was
2.4,Played
6.1,Chaos
5.5,The Night Listener
5.3,Barnyard
7.4,Murmur of the Heart
6.2,They Won't Believe Me
6.9,The Left Hand of God
6.8,Compulsion
7.1,A Canterbury Tale
6.7,Dirty Mary Crazy Larry
5.7,Angels Over Broadway
6.9,Fortress
6.7,Step Up
4.9,Zoom
6.5,Bon Cop Bad Cop
6.3,Tom Dick and Harry
8.0,Mind Game
5.8,Land of the Blind
6.5,Half Nelson
6.1,The Moustache
6.7,Wing Chun
5.6,Executioners
6.9,The Legend of the Swordsman
6.9,Peking Opera Blues
6.3,Tideland
6.2,Good News
6.3,Thunderbolt
5.8,G-Men
7.4,Adam's Apples
7.1,Cabin in the Sky
5.7,Tol'able David
6.7,2:37
4.8,Material Girls
6.2,Accepted
5.2,Lie with Me
6.8,Crime Busters
1.0,Att stjäla en tjuv
4.4,Drömkåken
6.6,Shake It
6.4,Born to Kill
5.6,Heading South
6.8,Seven Men from Now
7.0,Captain January
7.1,The Illusionist
6.3,Adventures of Don Juan
7.0,State of the Union
6.3,San Quentin
6.8,The Queen
6.7,36th Precinct
5.8,Beerfest
5.1,How to Eat Fried Worms
6.7,Invincible
5.1,Idlewild
5.3,A Slight Case of Murder
6.1,The Syrian Bride
6.5,"Sorry, Haters"
6.4,The Ritz
6.3,My Geisha
5.9,Blithe Spirit
7.5,The Music Box
7.7,The Red Balloon
7.3,Way Out West
6.8,Angel-A
6.5,Green for Danger
7.5,A Chump at Oxford
7.2,Block-Heads
8.1,The Icicle Thief
7.0,Quinceañera
6.2,The Puffy Chair
6.7,Lassie
6.1,Mutual Appreciation
4.0,The Wicker Man
4.2,Crossover
6.1,The Quiet
6.3,Sketches of Frank Gehry
6.4,Ivanhoe
6.6,Ronja Robbersdaughter
5.2,Framed
5.0,Breaking Out
6.5,Yrrol
7.1,The Wind That Shakes the Barley
5.8,Blood on the Moon
6.6,Le Notti Bianche
6.7,Fateless
5.7,The Bravados
5.4,The Sign of the Cross
7.4,The Criminal Life of Archibaldo de la Cruz
6.6,Overlord
6.4,Severance
7.1,Time to Leave
6.1,Hollywoodland
5.2,The Covenant
6.1,Jesse James
0.0,The Scar
5.9,The Last Kiss
6.0,Gabrielle
5.5,Trust the Man
6.3,Sherrybaby
6.0,Bio Zombie
6.3,Idiocracy
6.6,Jesus Camp
6.7,The Bow
3.0,The Crusades
6.9,The Tiger and the Snow
6.8,Pretty Poison
6.8,The Fountain
7.7,Fear City: A Family-Style Comedy
6.3,Assassin(s)
5.6,Union Pacific
5.9,A Boy Named Charlie Brown
6.4,"Snoopy, Come Home"
7.0,A Soldier's Sweetheart
6.8,The Science of Sleep
6.8,City for Conquest
6.3,Initial D
5.3,Wicked
6.4,The Long Voyage Home
7.2,Not as a Stranger
5.7,The Black Dahlia
5.6,The Woods
5.9,Everyone's Hero
6.6,Gridiron Gang
7.6,The Seventh Continent
6.8,Aaltra
5.2,Wonder Man
7.4,Lisbon Story
6.8,Streamers
5.4,Land of Plenty
6.9,Lemming
